Code,Wilaya,Moughataa,Commune,GPS Latitude,GPS Longitude
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
5,Brakna,Magtalahjar,Magtalahjar,,
5,Brakna,Magtalahjar,Magtalahjar,,
5,Brakna,Magtalahjar,Magtalahjar,,
5,Brakna,Magtalahjar,Magtalahjar,,
5,Brakna,Magtalahjar,Magtalahjar,,
5,Brakna,Magtalahjar,Magtalahjar,,
3,Assaba,Kiffa,Kouroudjel,,
3,Assaba,Kiffa,Kouroudjel,,
3,Assaba,Kiffa,Kouroudjel,,
3,Assaba,Kiffa,Kouroudjel,,
3,Assaba,Kiffa,Kouroudjel,,
3,Assaba,Kiffa,Kouroudjel,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
4,Gorgol,Kaédi,Djewol,,
4,Gorgol,Kaédi,Djewol,,
4,Gorgol,Kaédi,Djewol,,
4,Gorgol,Kaédi,Djewol,,
4,Gorgol,Kaédi,Djewol,,
4,Gorgol,Kaédi,Djewol,,
3,Assaba,Barkéol,R'Dheidhie,,
3,Assaba,Barkéol,R'Dheidhie,,
3,Assaba,Barkéol,R'Dheidhie,,
3,Assaba,Barkéol,R'Dheidhie,,
3,Assaba,Barkéol,R'Dheidhie,,
3,Assaba,Barkéol,R'Dheidhie,,
7,Adrar,Atar,Ain Ehel Taya,,
7,Adrar,Atar,Ain Ehel Taya,,
7,Adrar,Atar,Ain Ehel Taya,,
7,Adrar,Atar,Ain Ehel Taya,,
7,Adrar,Atar,Ain Ehel Taya,,
7,Adrar,Atar,Ain Ehel Taya,,
1,Hodh Chargui,Néma,Oum Avnadech,,
1,Hodh Chargui,Néma,Oum Avnadech,,
1,Hodh Chargui,Néma,Oum Avnadech,,
1,Hodh Chargui,Néma,Oum Avnadech,,
1,Hodh Chargui,Néma,Oum Avnadech,,
1,Hodh Chargui,Néma,Oum Avnadech,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
1,Hodh Chargui,Djiguenni,Beneamane1,,
1,Hodh Chargui,Djiguenni,Beneamane1,,
1,Hodh Chargui,Djiguenni,Beneamane1,,
1,Hodh Chargui,Djiguenni,Beneamane1,,
1,Hodh Chargui,Djiguenni,Beneamane1,,
1,Hodh Chargui,Djiguenni,Beneamane1,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
5,Brakna,Magtalahjar,Magtalahjar,,
5,Brakna,Magtalahjar,Magtalahjar,,
5,Brakna,Magtalahjar,Magtalahjar,,
5,Brakna,Magtalahjar,Magtalahjar,,
5,Brakna,Magtalahjar,Magtalahjar,,
5,Brakna,Magtalahjar,Magtalahjar,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Koubenni,Timzine,,
2,Hodh El Gharbi,Koubenni,Timzine,,
2,Hodh El Gharbi,Koubenni,Timzine,,
2,Hodh El Gharbi,Koubenni,Timzine,,
2,Hodh El Gharbi,Koubenni,Timzine,,
2,Hodh El Gharbi,Koubenni,Timzine,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
7,Adrar,Atar,Ain Ehel Taya,,
7,Adrar,Atar,Ain Ehel Taya,,
7,Adrar,Atar,Ain Ehel Taya,,
7,Adrar,Atar,Ain Ehel Taya,,
7,Adrar,Atar,Ain Ehel Taya,,
7,Adrar,Atar,Ain Ehel Taya,,
6,Trarza,Ouad Naga,Aouleiygat,,
6,Trarza,Ouad Naga,Aouleiygat,,
6,Trarza,Ouad Naga,Aouleiygat,,
6,Trarza,Ouad Naga,Aouleiygat,,
6,Trarza,Ouad Naga,Aouleiygat,,
6,Trarza,Ouad Naga,Aouleiygat,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
3,Assaba,Kiffa,El Melgue,,
3,Assaba,Kiffa,El Melgue,,
3,Assaba,Kiffa,El Melgue,,
3,Assaba,Kiffa,El Melgue,,
3,Assaba,Kiffa,El Melgue,,
3,Assaba,Kiffa,El Melgue,,
9,Tagant,Tidjikja,El Wahat (Rachid),,
9,Tagant,Tidjikja,El Wahat (Rachid),,
9,Tagant,Tidjikja,El Wahat (Rachid),,
9,Tagant,Tidjikja,El Wahat (Rachid),,
9,Tagant,Tidjikja,El Wahat (Rachid),,
9,Tagant,Tidjikja,El Wahat (Rachid),,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Aghchourguit,,
5,Brakna,Aleg,Aghchourguit,,
5,Brakna,Aleg,Aghchourguit,,
5,Brakna,Aleg,Aghchourguit,,
5,Brakna,Aleg,Aghchourguit,,
5,Brakna,Aleg,Aghchourguit,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,M'Bout,Chelkhet Tiyab,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
1,Hodh Chargui,Néma,Oum Avnadech,,
1,Hodh Chargui,Néma,Oum Avnadech,,
1,Hodh Chargui,Néma,Oum Avnadech,,
1,Hodh Chargui,Néma,Oum Avnadech,,
1,Hodh Chargui,Néma,Oum Avnadech,,
1,Hodh Chargui,Néma,Oum Avnadech,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
2,Hodh El Gharbi,Tamcheket,Tamcheket,,
2,Hodh El Gharbi,Tamcheket,Tamcheket,,
2,Hodh El Gharbi,Tamcheket,Tamcheket,,
2,Hodh El Gharbi,Tamcheket,Tamcheket,,
2,Hodh El Gharbi,Tamcheket,Tamcheket,,
2,Hodh El Gharbi,Tamcheket,Tamcheket,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
2,Hodh El Gharbi,Aïoun,Beneamane2,,
2,Hodh El Gharbi,Aïoun,Beneamane2,,
2,Hodh El Gharbi,Aïoun,Beneamane2,,
2,Hodh El Gharbi,Aïoun,Beneamane2,,
2,Hodh El Gharbi,Aïoun,Beneamane2,,
2,Hodh El Gharbi,Aïoun,Beneamane2,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
6,Trarza,Ouad Naga,El Ariye,,
6,Trarza,Ouad Naga,El Ariye,,
6,Trarza,Ouad Naga,El Ariye,,
4,Gorgol,Maghama,Sagny,,
6,Trarza,Ouad Naga,El Ariye,,
4,Gorgol,Maghama,Sagny,,
6,Trarza,Ouad Naga,El Ariye,,
4,Gorgol,Maghama,Sagny,,
4,Gorgol,Maghama,Sagny,,
6,Trarza,Ouad Naga,El Ariye,,
4,Gorgol,Maghama,Sagny,,
4,Gorgol,Maghama,Sagny,,
2,Hodh El Gharbi,Tamcheket,Tamcheket,,
2,Hodh El Gharbi,Tamcheket,Tamcheket,,
2,Hodh El Gharbi,Tamcheket,Tamcheket,,
2,Hodh El Gharbi,Tamcheket,Tamcheket,,
2,Hodh El Gharbi,Tamcheket,Tamcheket,,
2,Hodh El Gharbi,Tamcheket,Tamcheket,,
4,Gorgol,M'Bout,Soufa,,
4,Gorgol,M'Bout,Soufa,,
4,Gorgol,M'Bout,Soufa,,
4,Gorgol,M'Bout,Soufa,,
4,Gorgol,M'Bout,Soufa,,
4,Gorgol,M'Bout,Soufa,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
9,Tagant,Moudjeria,Soudoud,,
9,Tagant,Moudjeria,Soudoud,,
9,Tagant,Moudjeria,Soudoud,,
9,Tagant,Moudjeria,Soudoud,,
9,Tagant,Moudjeria,Soudoud,,
9,Tagant,Moudjeria,Soudoud,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
8,Dakhlet Nouadhibou,Chami,Nouamghar,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
1,Hodh Chargui,Néma,Beribave,,
1,Hodh Chargui,Néma,Beribave,,
1,Hodh Chargui,Néma,Beribave,,
1,Hodh Chargui,Néma,Beribave,,
1,Hodh Chargui,Néma,Beribave,,
1,Hodh Chargui,Néma,Beribave,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
7,Adrar,Atar,Tawaz,,
7,Adrar,Atar,Tawaz,,
7,Adrar,Atar,Tawaz,,
7,Adrar,Atar,Tawaz,,
7,Adrar,Atar,Tawaz,,
7,Adrar,Atar,Tawaz,,
4,Gorgol,M'Bout,Voum Legleite,,
4,Gorgol,M'Bout,Voum Legleite,,
4,Gorgol,M'Bout,Voum Legleite,,
4,Gorgol,M'Bout,Voum Legleite,,
4,Gorgol,M'Bout,Voum Legleite,,
4,Gorgol,M'Bout,Voum Legleite,,
3,Assaba,Barkéol,El Ghabra,,
3,Assaba,Barkéol,El Ghabra,,
3,Assaba,Barkéol,El Ghabra,,
3,Assaba,Barkéol,El Ghabra,,
3,Assaba,Barkéol,El Ghabra,,
3,Assaba,Barkéol,El Ghabra,,
1,Hodh Chargui,Néma,Agoueinit,,
1,Hodh Chargui,Néma,Agoueinit,,
1,Hodh Chargui,Néma,Agoueinit,,
1,Hodh Chargui,Néma,Agoueinit,,
1,Hodh Chargui,Néma,Agoueinit,,
1,Hodh Chargui,Néma,Agoueinit,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
5,Brakna,Magtalahjar,Sangrave,,
5,Brakna,Magtalahjar,Sangrave,,
5,Brakna,Magtalahjar,Sangrave,,
5,Brakna,Magtalahjar,Sangrave,,
5,Brakna,Magtalahjar,Sangrave,,
5,Brakna,Magtalahjar,Sangrave,,
3,Assaba,Kiffa,Aghorat,,
3,Assaba,Kiffa,Aghorat,,
3,Assaba,Kiffa,Aghorat,,
3,Assaba,Kiffa,Aghorat,,
3,Assaba,Kiffa,Aghorat,,
3,Assaba,Kiffa,Aghorat,,
4,Gorgol,Maghama,Wali Djantang,,
4,Gorgol,Maghama,Wali Djantang,,
4,Gorgol,Maghama,Wali Djantang,,
4,Gorgol,Maghama,Wali Djantang,,
4,Gorgol,Maghama,Wali Djantang,,
4,Gorgol,Maghama,Wali Djantang,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
4,Gorgol,M'Bout,Voum Legleite,,
4,Gorgol,M'Bout,Voum Legleite,,
4,Gorgol,M'Bout,Voum Legleite,,
4,Gorgol,M'Bout,Voum Legleite,,
4,Gorgol,M'Bout,Voum Legleite,,
4,Gorgol,M'Bout,Voum Legleite,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
1,Hodh Chargui,Djiguenni,Beneamane1,,
1,Hodh Chargui,Djiguenni,Beneamane1,,
1,Hodh Chargui,Djiguenni,Beneamane1,,
1,Hodh Chargui,Djiguenni,Beneamane1,,
1,Hodh Chargui,Djiguenni,Beneamane1,,
1,Hodh Chargui,Djiguenni,Beneamane1,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
1,Hodh Chargui,Timbedra,Etouil,,
9,Tagant,Tidjikja,El Wahat (Rachid),,
9,Tagant,Tidjikja,El Wahat (Rachid),,
9,Tagant,Tidjikja,El Wahat (Rachid),,
9,Tagant,Tidjikja,El Wahat (Rachid),,
9,Tagant,Tidjikja,El Wahat (Rachid),,
9,Tagant,Tidjikja,El Wahat (Rachid),,
2,Hodh El Gharbi,Aïoun,Oum Lahyadh,,
2,Hodh El Gharbi,Aïoun,Oum Lahyadh,,
2,Hodh El Gharbi,Aïoun,Oum Lahyadh,,
2,Hodh El Gharbi,Aïoun,Oum Lahyadh,,
2,Hodh El Gharbi,Aïoun,Oum Lahyadh,,
2,Hodh El Gharbi,Aïoun,Oum Lahyadh,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
3,Assaba,Kiffa,Aghorat,,
3,Assaba,Kiffa,Aghorat,,
3,Assaba,Kiffa,Aghorat,,
3,Assaba,Kiffa,Aghorat,,
3,Assaba,Kiffa,Aghorat,,
3,Assaba,Kiffa,Aghorat,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
5,Brakna,Bababé,Aere M'Bar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
14,Nouakchott Nord,Teyaret,Teyaret,,
14,Nouakchott Nord,Teyaret,Teyaret,,
14,Nouakchott Nord,Teyaret,Teyaret,,
14,Nouakchott Nord,Teyaret,Teyaret,,
14,Nouakchott Nord,Teyaret,Teyaret,,
14,Nouakchott Nord,Teyaret,Teyaret,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
4,Gorgol,M'Bout,Voum Legleite,,
4,Gorgol,M'Bout,Voum Legleite,,
4,Gorgol,M'Bout,Voum Legleite,,
4,Gorgol,M'Bout,Voum Legleite,,
4,Gorgol,M'Bout,Voum Legleite,,
4,Gorgol,M'Bout,Voum Legleite,,
5,Brakna,Aleg,Aghchourguit,,
5,Brakna,Aleg,Aghchourguit,,
5,Brakna,Aleg,Aghchourguit,,
5,Brakna,Aleg,Aghchourguit,,
5,Brakna,Aleg,Aghchourguit,,
5,Brakna,Aleg,Aghchourguit,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
3,Assaba,Barkéol,R'Dheidhie,,
3,Assaba,Barkéol,R'Dheidhie,,
3,Assaba,Barkéol,R'Dheidhie,,
3,Assaba,Barkéol,R'Dheidhie,,
3,Assaba,Barkéol,R'Dheidhie,,
3,Assaba,Barkéol,R'Dheidhie,,
1,Hodh Chargui,Timbedra,Hassi M'Hadi,,
1,Hodh Chargui,Timbedra,Hassi M'Hadi,,
1,Hodh Chargui,Timbedra,Hassi M'Hadi,,
1,Hodh Chargui,Timbedra,Hassi M'Hadi,,
1,Hodh Chargui,Timbedra,Hassi M'Hadi,,
1,Hodh Chargui,Timbedra,Hassi M'Hadi,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
0,Etranger,Afrique,Côte d'Ivoire,,
2,Hodh El Gharbi,Koubenni,Modibougou,,
2,Hodh El Gharbi,Koubenni,Modibougou,,
2,Hodh El Gharbi,Koubenni,Modibougou,,
2,Hodh El Gharbi,Koubenni,Modibougou,,
2,Hodh El Gharbi,Koubenni,Modibougou,,
2,Hodh El Gharbi,Koubenni,Modibougou,,
5,Brakna,Bababé,El Verae,,
5,Brakna,Bababé,El Verae,,
5,Brakna,Bababé,El Verae,,
5,Brakna,Bababé,El Verae,,
5,Brakna,Bababé,El Verae,,
5,Brakna,Bababé,El Verae,,
14,Nouakchott Nord,Teyaret,Teyaret,,
14,Nouakchott Nord,Teyaret,Teyaret,,
14,Nouakchott Nord,Teyaret,Teyaret,,
14,Nouakchott Nord,Teyaret,Teyaret,,
14,Nouakchott Nord,Teyaret,Teyaret,,
14,Nouakchott Nord,Teyaret,Teyaret,,
7,Adrar,Aoujeft,Maeden,,
7,Adrar,Aoujeft,Maeden,,
7,Adrar,Aoujeft,Maeden,,
7,Adrar,Aoujeft,Maeden,,
7,Adrar,Aoujeft,Maeden,,
